iter	Logloss
185	0.632996115
186	0.632881665
187	0.6325503798
188	0.6323118247
189	0.6322416919
190	0.6321994745
191	0.6318884976
192	0.6317397299
193	0.631696497
194	0.6316126474
195	0.631546645
196	0.6313427864
197	0.6312164784
198	0.6310996018
199	0.63101885
200	0.6309686814
201	0.6306919878
202	0.6306023382
203	0.6304688362
204	0.6304187536
205	0.6304051401
206	0.6303132704
207	0.6300481423
208	0.6299610743
209	0.6299215073
210	0.6296032504
211	0.6294728807
212	0.6294245019
213	0.6293547821
214	0.6291985622
215	0.6290840606
216	0.6290398296
217	0.6289897986
218	0.6289074635
219	0.628821015
220	0.6285083343
221	0.6282971612
222	0.6281616284
223	0.6279608333
224	0.6278883598
225	0.6278255242
226	0.6277076837
227	0.627586711
228	0.6274283054
229	0.6273727326
230	0.6273293105
231	0.6272349968
232	0.6271784602
233	0.6271301159
234	0.6270349934
235	0.62695092
236	0.6267701062
237	0.6266912304
238	0.6265730974
239	0.6265038423
240	0.6264348797
241	0.626293547
242	0.6260565409
243	0.6260115182
244	0.6259352067
245	0.6258774654
246	0.6257972128
247	0.6257006446
248	0.6255307251
249	0.6254126093
250	0.625365986
251	0.6253134423
252	0.6251631428
253	0.6251318541
254	0.6249754965
255	0.624753739
256	0.6247065649
257	0.6244967171
258	0.6242692628
259	0.6242126919
260	0.6240360775
261	0.6238417019
262	0.6236397192
263	0.6234540866
264	0.6233845389
265	0.6231917466
266	0.6230681063
267	0.6229844631
268	0.6229297165
269	0.6227943041
270	0.6227442215
271	0.6226672733
272	0.6225991368
273	0.622517318
274	0.6223471232
275	0.6221543654
276	0.6221156933
277	0.6220654558
278	0.6219402665
279	0.6218506341
280	0.6216899739
281	0.6216556733
282	0.6215461456
283	0.6214993502
284	0.6213554874
285	0.621288005
286	0.6212272691
287	0.6211721094
288	0.6211168808
289	0.6208909583
290	0.6207105921
291	0.6206322842
292	0.6205812034
293	0.6205430132
294	0.6205008303
295	0.620471951
296	0.620326591
297	0.6202537044
298	0.6202133974
299	0.6201673764
300	0.6198879292
301	0.6197277681
302	0.6196842771
303	0.6194987305
304	0.6193365558
305	0.6193004309
306	0.6192491264
307	0.6192097143
308	0.6190596041
309	0.6189424521
310	0.6188738854
311	0.6187789178
312	0.6186177929
313	0.6185856608
314	0.6185366109
315	0.6184989026
316	0.6184574769
317	0.6183298609
318	0.6182692626
319	0.6182235515
320	0.6181900082
321	0.6181388757
322	0.6180919254
323	0.6180287973
324	0.6179518662
325	0.6178437325
326	0.6176795098
327	0.6175857641
328	0.6174726393
329	0.6174041242
330	0.6171331446
331	0.6168648498
332	0.6167601754
333	0.6167331205
334	0.6166925209
335	0.6166384971
336	0.616563115
337	0.6164092702
338	0.6163806146
339	0.6163254377
340	0.6162103338
341	0.6159630874
342	0.6159024031
343	0.6158733862
344	0.6157668531
345	0.6156805595
346	0.6156598725
347	0.615571376
348	0.6155255272
349	0.6154843596
350	0.6154379773
351	0.6153855024
352	0.6153533187
353	0.6151804563
354	0.6151151079
355	0.6148520279
356	0.6147996563
357	0.6145308108
358	0.6144022826
359	0.6143744016
360	0.6142211591
361	0.6141438667
362	0.6139699544
363	0.6138971711
364	0.6138011708
365	0.6137225531
366	0.613646018
367	0.6135546473
368	0.6135065095
369	0.6134302669
370	0.6132277163
371	0.6131526612
372	0.6131303047
373	0.6130750073
374	0.6130118275
375	0.6128676378
376	0.6128343698
377	0.6128010675
378	0.6127398841
379	0.6127051016
380	0.6126740883
381	0.6124382697
382	0.6123883592
383	0.6123398084
384	0.6123053701
385	0.6122815163
386	0.6121971159
387	0.6121440731
388	0.6120825627
389	0.61202119
390	0.6119264289
391	0.6117419837
392	0.6117112113
393	0.6116686841
394	0.6115338225
395	0.6114214034
396	0.6113795818
397	0.6113544028
398	0.6113077107
399	0.6112630322
400	0.6112267352
401	0.6112015734
402	0.6111431781
403	0.6111037488
404	0.6109749969
405	0.6109457218
406	0.610862182
407	0.6108093973
408	0.6105310516
409	0.6104931024
410	0.6104422109
411	0.6103302564
412	0.6102001105
413	0.6101499763
414	0.6101133178
415	0.6100596727
416	0.609943364
417	0.6098205325
418	0.6097790896
419	0.6097338431
420	0.6095730796
421	0.6095244943
422	0.6094872336
423	0.6094151903
424	0.609340772
425	0.6093143195
426	0.6092865245
427	0.609226236
428	0.6091747766
429	0.6091471709
430	0.6091012016
431	0.6090405173
432	0.6090073182
433	0.6089651008
434	0.6088813889
435	0.6088225977
436	0.6085862629
437	0.6085362147
438	0.6084162401
439	0.6083390682
440	0.6082905517
441	0.6081852578
442	0.6081405448
443	0.6081025956
444	0.6080871062
445	0.6079705393
446	0.6079382696
447	0.6078276059
448	0.6077764391
449	0.6076188423
450	0.6074476321
451	0.6073975323
452	0.6072570428
453	0.6072339119
454	0.6071473257
455	0.607089464
456	0.6070229109
457	0.6067972638
458	0.6066142815
459	0.6065167839
460	0.6064433638
461	0.6063629907
462	0.6063220985
463	0.6062823766
464	0.6061722465
465	0.6060988092
466	0.6059591287
467	0.6059126086
468	0.6058041651
469	0.6057092491
470	0.6056062097
471	0.6055044095
472	0.6054261361
473	0.6053879115
474	0.605277506
475	0.6050928716
476	0.6050279707
477	0.6049801427
478	0.6049420386
479	0.6047804834
480	0.6047574386
481	0.6046890095
482	0.6045864004
483	0.6044794714
484	0.6043764837
485	0.6042122265
486	0.6040625294
487	0.6039937906
488	0.603933003
489	0.6038708042
490	0.6038361422
491	0.6035919077
492	0.6034440694
493	0.6033682226
494	0.6032817742
495	0.6032297812
496	0.6031507849
497	0.6030391058
498	0.602940524
499	0.6028730415
500	0.6027611387
501	0.6027099374
502	0.6026247282
503	0.6025306383
504	0.6024498521
505	0.6024077207
506	0.6022769724
507	0.6022372849
508	0.6021642091
509	0.6021414224
510	0.6020915463
511	0.601959903
512	0.601911507
513	0.6017876773
514	0.601663056
515	0.6015533217
516	0.6014655825
517	0.6014136411
518	0.601298692
519	0.6012200228
520	0.6011534869
521	0.6009517968
522	0.6007818774
523	0.6006547088
524	0.6006023028
525	0.6005703429
526	0.6004950296
527	0.6003511153
528	0.6002593832
529	0.6001277916
530	0.6000805315
531	0.5999828618
532	0.5999109734
533	0.5998473978
534	0.5997894672
535	0.5997015902
536	0.5995885515
537	0.5995456285
538	0.5994714512
539	0.5993784799
540	0.5993319943
541	0.5992166666
542	0.5991679609
543	0.599080084
544	0.5990153208
545	0.5989337945
546	0.5988912157
547	0.5986492014
548	0.5985440107
549	0.5984082025
550	0.5983357462
551	0.5982350302
552	0.5981627633
553	0.5980636995
554	0.5980093831
555	0.5979029188
556	0.5978219089
557	0.5977445132
558	0.5976567223
559	0.5974308687
560	0.5973020652
561	0.5972408646
562	0.5971784936
563	0.5971326104
564	0.5970033422
565	0.5969471326
566	0.5968758467
567	0.5968185184
568	0.5964992288
569	0.5964116961
570	0.5961397355
571	0.5960332196
572	0.5959778878
573	0.5959041923
574	0.5958383105
575	0.5956028534
576	0.595529898
577	0.5954892123
578	0.5954168937
579	0.5953474148
580	0.5951355189
581	0.5950918902
582	0.5949929986
583	0.5949242254
584	0.5948263835
585	0.5947626702
586	0.5946705939
587	0.5945936457
588	0.5945192102
589	0.594383488
590	0.5943342832
591	0.5941029049
592	0.5940264042
593	0.5938983063
594	0.5937878147
595	0.5937014868
596	0.5936316981
597	0.5935773129
598	0.5935019652
599	0.5934207488
600	0.5933120471
601	0.5929778705
602	0.5926353295
603	0.5925898421
604	0.5925219294
605	0.5924503508
606	0.5923925751
607	0.5923590834
608	0.5922184047
609	0.5921745178
610	0.5920715817
611	0.5920211549
612	0.5919034005
613	0.5918209105
614	0.5917715679
615	0.591702898
616	0.5916356909
617	0.5915689657
618	0.5914639815
619	0.5913550734
620	0.591288658
621	0.5912350472
622	0.5910863655
623	0.5910008464
624	0.5909365652
625	0.5908416664
626	0.5907921173
627	0.5907506743
628	0.5906137302
629	0.5905406027
630	0.590481192
631	0.5902110557
632	0.5901024401
633	0.5898474318
634	0.589739694
635	0.5896318529
636	0.5895711858
637	0.5895177643
638	0.5894694716
639	0.5894272714
640	0.5893784796
641	0.5892883137
642	0.5892362174
643	0.5891916078
644	0.5890590524
645	0.588942279
646	0.5888106701
647	0.5886840179
648	0.5885889986
649	0.5885232028
650	0.5884717606
651	0.5882497449
652	0.5881960997
653	0.5881412498
654	0.5880732682
655	0.5880253025
656	0.5879611589
657	0.5878542127
658	0.5877850608
659	0.5877325516
660	0.5876788031
661	0.5875942822
662	0.5875520132
663	0.5874785587
664	0.5873774469
665	0.5872784864
666	0.5871793882
667	0.5871418693
668	0.5870527704
669	0.5868709929
670	0.5868089662
671	0.5867530837
672	0.5866568252
673	0.5866166559
674	0.5865361967
675	0.5864920345
676	0.5864449293
677	0.5863904408
678	0.5862665939
679	0.5862138092
680	0.5861591142
681	0.586097294
682	0.5860409468
683	0.5859894529
684	0.58595202
685	0.5858967915
686	0.5858506156
687	0.585803674
688	0.5857642016
689	0.5857076565
690	0.5856327477
691	0.585588792
692	0.5855527618
693	0.5855187796
694	0.5854337941
695	0.5853510373
696	0.5853035793
697	0.5851856184
698	0.5851257688
699	0.5850736295
700	0.5850283142
701	0.5849741355
702	0.5849407471
703	0.5848853464
704	0.5848459171
705	0.5847774193
706	0.5847150053
707	0.5846636577
708	0.5846177917
709	0.5845769684
710	0.5844604531
711	0.5843664321
712	0.5843209877
713	0.5842591761
714	0.5841945334
715	0.584149657
716	0.5840912531
717	0.5840409123
718	0.583841494
719	0.5837853361
720	0.5836041179
721	0.5834811057
722	0.5834471838
723	0.5833897523
724	0.5833517859
725	0.5832987258
726	0.5832097389
727	0.5831153047
728	0.5830476846
729	0.5829722423
730	0.5829379073
731	0.5828592896
732	0.5828156782
733	0.5827761456
734	0.5827385579
735	0.5826546221
736	0.5826065704
737	0.5825274192
738	0.5824553846
739	0.5824063948
740	0.5823584463
741	0.5822894493
742	0.5822068561
743	0.5821605598
744	0.5821183596
745	0.5820324619
746	0.5819762867
747	0.5819432856
748	0.5818915938
749	0.5818477241
750	0.5818076236
751	0.5817711287
752	0.581667117
753	0.5815044689
754	0.5814009477
755	0.5813655542
756	0.5813275534
757	0.581283047
758	0.5812364237
759	0.5811543553
760	0.5811136352
761	0.5810751267
762	0.5810124202
763	0.5809680601
764	0.5809168157
765	0.5808073827
766	0.5806273434
767	0.5805792744
768	0.5805509803
769	0.5805195797
770	0.5804356354
771	0.5803706485
772	0.5803158502
773	0.5801529182
774	0.5800579592
775	0.5800069988
776	0.5799664595
777	0.5799195952
778	0.5798732473
779	0.5798130621
780	0.5797705435
781	0.5797299525
782	0.5796854891
783	0.5796128865
784	0.5795626921
785	0.579524958
786	0.5794750131
787	0.5794349039
788	0.5793737464
789	0.5792775051
790	0.5792230252
791	0.5791905404
792	0.5791452939
793	0.5790660825
794	0.5789957345
795	0.5788691597
796	0.578782565
797	0.5787466208
798	0.5786860484
799	0.5786380741
800	0.5785572277
801	0.5785044
802	0.5784518046
803	0.5784105252
804	0.5783708894
805	0.5783272263
806	0.5782861448
807	0.5782517754
808	0.5781574531
809	0.5781135147
810	0.5780143132
811	0.577968843
812	0.5779207999
813	0.5778259785
814	0.5777593996
815	0.577641869
816	0.5774791091
817	0.5774066614
818	0.5773645129
819	0.5773246275
820	0.5772884165
821	0.5772170187
822	0.5771813671
823	0.5771000904
824	0.5770184523
825	0.5769578541
826	0.5769180806
827	0.5768449101
828	0.5767906711
829	0.5767409327
830	0.5766954711
831	0.5766132995
832	0.576563062
833	0.5765242695
834	0.5764414008
835	0.5763293689
836	0.5762693042
837	0.576142325
838	0.5761060108
839	0.5760616163
840	0.5760132289
841	0.5759628107
842	0.5758927553
843	0.5758157296
844	0.5757618607
845	0.5757197121
846	0.5756810745
847	0.5756347265
848	0.5755811846
849	0.5754091569
850	0.5753234313
851	0.5751936295
852	0.5751496567
853	0.5751105457
854	0.5750553774
855	0.574963981
856	0.5748450821
857	0.5747644938
858	0.5746908672
859	0.5746525394
860	0.5746131359
861	0.5745091672
862	0.5744704693
863	0.5744302914
864	0.5743818868
865	0.5743243434
866	0.5742350466
867	0.5741827869
868	0.5741454917
869	0.5740614613
870	0.5739639723
871	0.5739193713
872	0.5738199977
873	0.5737666537
874	0.5737175263
875	0.5736810486
876	0.5736071036
877	0.5735285892
878	0.5734865955
879	0.5734011281
880	0.5733497633
881	0.5733021504
882	0.5732474468
883	0.5732118554
884	0.5731681837
885	0.5730998752
886	0.573001758
887	0.5729775686
888	0.572929732
889	0.5728507185
890	0.5727954039
891	0.5727547698
892	0.5727136797
893	0.5726437362
894	0.5726122839
895	0.572543614
896	0.5724994518
897	0.5724041227
898	0.5723490146
899	0.5723074168
900	0.5722209253
901	0.5720448961
902	0.5720044084
903	0.5719683954
904	0.5719177018
905	0.5718775927
906	0.5718331551
907	0.5717517235
908	0.5716656193
909	0.5716230749
910	0.5715838693
911	0.5715522536
912	0.5715115679
913	0.5714616402
914	0.5714178997
915	0.5713658895
916	0.5713184573
917	0.571282255
918	0.5712057112
919	0.5711151752
920	0.5710701869
921	0.5710446293
922	0.5710082119
923	0.5709716567
924	0.5709335096
925	0.5708971094
926	0.5708017717
927	0.5706651804
928	0.57062983
929	0.5705939891
930	0.5704844613
931	0.5704372185
932	0.5704079261
933	0.5703658808
934	0.5703021159
935	0.5702537973
936	0.5700680442
937	0.5700243811
938	0.5699896159
939	0.5699452902
940	0.5698760264
941	0.5697833994
942	0.5697473692
943	0.5696907294
944	0.5696512484
945	0.569608661
946	0.5695796957
947	0.5695462298
948	0.5695110343
949	0.5694527509
950	0.5694161355
951	0.569381964
952	0.5692154264
953	0.5691785787
954	0.5691425141
955	0.5689863286
956	0.5689478459
957	0.5688830483
958	0.5687904987
959	0.5687036028
960	0.5686606453
961	0.5686324201
962	0.5685684572
963	0.5685293291
964	0.5684851067
965	0.5684479836
966	0.5683850619
967	0.5682849827
968	0.5682465258
969	0.5682151252
970	0.5681824597
971	0.5681208632
972	0.5680573048
973	0.568022987
974	0.5679868105
975	0.5679473554
976	0.5679055596
977	0.5678577316
978	0.5678188014
979	0.567780181
980	0.5677406828
981	0.5676783635
982	0.567552546
983	0.5674724139
984	0.5674340774
985	0.567391249
986	0.5673125195
987	0.5672550192
988	0.5672172421
989	0.5671798436
990	0.5671497338
991	0.5671021209
992	0.5670453434
993	0.5669975928
994	0.5669591531
995	0.5669226754
996	0.5668815165
997	0.5668386021
998	0.5668033893
999	0.5667737012
